condition,ds_name,loss,strong_model,weak_model,gt_fraction_requested,gt_fraction_actual,gt_seed,seed,lr,accuracy,run_dir
mixing,boolq,logconf,gpt2,gpt2,1.0,1.0,1,1,5e-05,0.6185377791373509,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,logconf,gpt2-large,gpt2,1.0,1.0,1,1,1e-05,0.5998776384215356,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,logconf,gpt2-large,gpt2-large,1.0,1.0,1,1,1e-05,0.6004894463138575,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
mixing,boolq,logconf,gpt2-large,gpt2-medium,1.0,1.0,1,1,1e-05,0.5998776384215356,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
mixing,boolq,logconf,gpt2-medium,gpt2,1.0,1.0,1,1,5e-05,0.6840012236157846,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,logconf,gpt2-medium,gpt2-medium,1.0,1.0,1,1,5e-05,0.6570816763536249,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
mixing,boolq,logconf,gpt2-xl,gpt2,1.0,1.0,1,1,1e-05,0.6004894463138575,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,logconf,gpt2-xl,gpt2-large,1.0,1.0,1,1,1e-05,0.5995717344753747,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
mixing,boolq,logconf,gpt2-xl,gpt2-medium,1.0,1.0,1,1,1e-05,0.5995717344753747,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
mixing,boolq,logconf,gpt2-xl,gpt2-xl,1.0,1.0,1,1,1e-05,0.5974304068522484,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=logconf-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-xl
mixing,boolq,xent,gpt2,gpt2,1.0,1.0,1,1,5e-05,0.6748241052309575,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,xent,gpt2-large,gpt2,1.0,1.0,1,1,1e-05,0.715203426124197,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,xent,gpt2-large,gpt2-large,1.0,1.0,1,1,1e-05,0.715203426124197,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
mixing,boolq,xent,gpt2-large,gpt2-medium,1.0,1.0,1,1,1e-05,0.715203426124197,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-large-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
mixing,boolq,xent,gpt2-medium,gpt2,1.0,1.0,1,1,5e-05,0.7427347812786785,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,xent,gpt2-medium,gpt2-medium,1.0,1.0,1,1,5e-05,0.7427347812786785,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=5e-05-ls=cosi_anne-mc=1024-ms=gpt2-medium-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
mixing,boolq,xent,gpt2-xl,gpt2,1.0,1.0,1,1,1e-05,0.7644539614561028,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2
mixing,boolq,xent,gpt2-xl,gpt2-large,1.0,1.0,1,1,1e-05,0.7656775772407464,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-large
mixing,boolq,xent,gpt2-xl,gpt2-medium,1.0,1.0,1,1,1e-05,0.7665952890792291,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-medium
mixing,boolq,xent,gpt2-xl,gpt2-xl,1.0,1.0,1,1,1e-05,0.7647598654022637,results/data/naive_mixing/100/seed1/bs=32-dn=boolq-e=2-ee=1000000-gf=1.0-gs=1-lp=0-l=xent-l=1e-05-ls=cosi_anne-mc=1024-ms=gpt2-xl-nd=20000-ntd=10000-o=adam-s=1-twd=0-wms=gpt2-xl
